Time(s),File,Token Count
13,/small.c,78960
32,/small.c,52295
38,/small.c,51604
39,/small.c,47094
41,/small.c,42364
47,/small.c,42334
48,/small.c,42196
49,/small.c,41653
50,/small.c,41473
51,/small.c,39946
52,/small.c,40187
60,/small.c,34370
61,/small.c,34301
63,/small.c,34286
64,/small.c,34101
65,/small.c,33769
67,/small.c,33581
68,/small.c,33606
70,/small.c,33757
71,/small.c,33839
74,/small.c,32671
76,/small.c,32973
77,/small.c,33227
82,/small.c,8029
84,/small.c,8023
85,/small.c,8057
85,/small.c,8053
86,/small.c,8100
87,/small.c,8086
88,/small.c,8010
89,/small.c,8009
90,/small.c,7800
90,/small.c,7768
91,/small.c,7728
92,/small.c,7695
92,/small.c,7647
93,/small.c,7590
94,/small.c,7519
94,/small.c,7471
95,/small.c,7367
95,/small.c,7296
96,/small.c,7300
97,/small.c,7388
97,/small.c,7245
98,/small.c,7074
101,/small.c,7126
101,/small.c,6985
102,/small.c,6587
102,/small.c,6661
103,/small.c,6652
103,/small.c,6673
107,/small.c,6560
110,/small.c,6619
110,/small.c,6625
111,/small.c,6580
114,/small.c,6378
115,/small.c,6388
115,/small.c,6369
116,/small.c,6412
117,/small.c,6406
117,/small.c,6399
121,/small.c,6396
121,/small.c,6056
121,/small.c,6006
124,/small.c,5948
124,/small.c,5756
125,/small.c,5780
127,/small.c,5785
128,/small.c,5763
128,/small.c,5724
129,/small.c,5710
129,/small.c,5682
132,/small.c,5674
132,/small.c,5729
136,/small.c,5626
137,/small.c,5415
138,/small.c,5319
138,/small.c,5081
138,/small.c,4963
141,/small.c,4939
142,/small.c,3515
142,/small.c,3429
143,/small.c,3402
143,/small.c,3300
144,/small.c,3278
145,/small.c,1657
145,/small.c,1238
146,/small.c,1177
151,/small.c,1176
151,/small.c,1171
152,/small.c,1164
152,/small.c,1165
153,/small.c,1159
153,/small.c,1153
154,/small.c,1153
154,/small.c,1141
156,/small.c,1130
157,/small.c,1128
158,/small.c,1118
159,/small.c,1108
