Time(s),File,Token Count
2,/small.c,21068
4,/small.c,15989
6,/small.c,14284
7,/small.c,13966
7,/small.c,12822
8,/small.c,12378
9,/small.c,11079
9,/small.c,10754
9,/small.c,9756
10,/small.c,9564
10,/small.c,9612
11,/small.c,9106
11,/small.c,8960
12,/small.c,8791
12,/small.c,8764
12,/small.c,8524
13,/small.c,8231
13,/small.c,7920
14,/small.c,7806
15,/small.c,7749
15,/small.c,7702
16,/small.c,7687
17,/small.c,7513
18,/small.c,7379
18,/small.c,7340
19,/small.c,7308
19,/small.c,7285
19,/small.c,7260
20,/small.c,7241
20,/small.c,7222
20,/small.c,7064
22,/small.c,6807
23,/small.c,6214
23,/small.c,6069
23,/small.c,6038
24,/small.c,6020
24,/small.c,5989
25,/small.c,5651
28,/small.c,5634
28,/small.c,5645
29,/small.c,5528
30,/small.c,5516
30,/small.c,4997
30,/small.c,4971
31,/small.c,4899
32,/small.c,4887
32,/small.c,4874
32,/small.c,4870
32,/small.c,4863
33,/small.c,4728
33,/small.c,4721
34,/small.c,4716
34,/small.c,4711
34,/small.c,4706
35,/small.c,4701
35,/small.c,4698
35,/small.c,4445
35,/small.c,3730
36,/small.c,3724
36,/small.c,3707
36,/small.c,3217
37,/small.c,3207
37,/small.c,3197
37,/small.c,3118
37,/small.c,3061
38,/small.c,3035
38,/small.c,2939
39,/small.c,2872
39,/small.c,2826
39,/small.c,2307
40,/small.c,2241
40,/small.c,2211
41,/small.c,2155
41,/small.c,1332
41,/small.c,1379
42,/small.c,1354
42,/small.c,1318
42,/small.c,1344
43,/small.c,1325
43,/small.c,1322
43,/small.c,1281
44,/small.c,1267
44,/small.c,1246
44,/small.c,1237
45,/small.c,1228
45,/small.c,1223
45,/small.c,1264
45,/small.c,1253
46,/small.c,1225
46,/small.c,1237
47,/small.c,1149
47,/small.c,1105
48,/small.c,1097
48,/small.c,1065
49,/small.c,1053
49,/small.c,1024
50,/small.c,994
51,/small.c,987
51,/small.c,985
52,/small.c,978
52,/small.c,971
53,/small.c,954
53,/small.c,951
53,/small.c,719
53,/small.c,692
54,/small.c,682
56,/small.c,677
56,/small.c,661
57,/small.c,648
57,/small.c,626
57,/small.c,626
58,/small.c,611
59,/small.c,597
59,/small.c,595
63,/small.c,581
63,/small.c,564
63,/small.c,552
63,/small.c,475
64,/small.c,460
67,/small.c,458
67,/small.c,442
