Time(s),File,Token Count
2,/small.c,19915
3,/small.c,17951
4,/small.c,16462
5,/small.c,15848
6,/small.c,15599
6,/small.c,15042
7,/small.c,15017
8,/small.c,14640
8,/small.c,14570
9,/small.c,14356
9,/small.c,15557
11,/small.c,15041
11,/small.c,15007
12,/small.c,14994
12,/small.c,14983
13,/small.c,14960
14,/small.c,14237
15,/small.c,13969
16,/small.c,13907
16,/small.c,13877
17,/small.c,12280
17,/small.c,12040
18,/small.c,12025
18,/small.c,12019
18,/small.c,11876
19,/small.c,11867
19,/small.c,11861
20,/small.c,11855
20,/small.c,11858
21,/small.c,11986
21,/small.c,11994
23,/small.c,12001
23,/small.c,11995
24,/small.c,11993
24,/small.c,11991
25,/small.c,11827
26,/small.c,11804
26,/small.c,11578
26,/small.c,11560
27,/small.c,11546
27,/small.c,10187
28,/small.c,10177
28,/small.c,7844
28,/small.c,7838
29,/small.c,7806
29,/small.c,7805
30,/small.c,7775
31,/small.c,4483
31,/small.c,4202
32,/small.c,4013
32,/small.c,3957
33,/small.c,3909
33,/small.c,3888
33,/small.c,3860
34,/small.c,3758
34,/small.c,3730
34,/small.c,3702
35,/small.c,3578
35,/small.c,3575
35,/small.c,3564
36,/small.c,3501
36,/small.c,3490
37,/small.c,3484
38,/small.c,2441
38,/small.c,2402
39,/small.c,2249
39,/small.c,2059
39,/small.c,1953
40,/small.c,1852
40,/small.c,1846
41,/small.c,1827
41,/small.c,1821
42,/small.c,1815
42,/small.c,1808
42,/small.c,1791
43,/small.c,1785
43,/small.c,1009
43,/small.c,1003
44,/small.c,984
44,/small.c,979
44,/small.c,968
47,/small.c,871
