Time(s),File,Token Count
2,/small.c,21068
4,/small.c,15989
6,/small.c,14368
7,/small.c,13136
7,/small.c,12822
8,/small.c,11786
9,/small.c,11445
9,/small.c,11008
9,/small.c,11056
10,/small.c,10822
10,/small.c,9612
11,/small.c,9443
11,/small.c,9297
12,/small.c,8791
12,/small.c,8764
12,/small.c,8471
13,/small.c,8141
13,/small.c,7920
14,/small.c,7873
14,/small.c,7675
15,/small.c,7676
15,/small.c,7624
15,/small.c,7570
16,/small.c,7507
17,/small.c,7429
17,/small.c,7403
18,/small.c,7343
18,/small.c,7328
18,/small.c,7315
19,/small.c,7248
19,/small.c,7248
19,/small.c,7249
20,/small.c,7223
20,/small.c,7188
20,/small.c,7188
21,/small.c,6405
21,/small.c,6267
21,/small.c,6263
22,/small.c,6205
22,/small.c,6234
23,/small.c,6068
24,/small.c,6070
24,/small.c,5925
25,/small.c,5846
25,/small.c,5835
25,/small.c,4394
26,/small.c,4376
26,/small.c,4349
26,/small.c,4331
27,/small.c,4150
28,/small.c,4120
28,/small.c,3516
29,/small.c,2669
30,/small.c,2640
30,/small.c,2608
30,/small.c,2602
31,/small.c,2589
32,/small.c,2578
33,/small.c,2506
34,/small.c,2490
34,/small.c,2241
34,/small.c,2190
35,/small.c,2109
35,/small.c,2094
36,/small.c,2084
36,/small.c,1903
36,/small.c,1886
36,/small.c,1873
37,/small.c,1644
37,/small.c,1639
37,/small.c,1634
38,/small.c,1144
38,/small.c,1132
38,/small.c,1126
39,/small.c,1121
39,/small.c,1115
39,/small.c,1087
39,/small.c,1084
39,/small.c,1077
40,/small.c,998
40,/small.c,945
40,/small.c,897
41,/small.c,884
41,/small.c,843
41,/small.c,810
42,/small.c,767
42,/small.c,745
43,/small.c,734
44,/small.c,713
44,/small.c,757
44,/small.c,758
45,/small.c,772
45,/small.c,744
45,/small.c,737
45,/small.c,752
47,/small.c,747
47,/small.c,742
47,/small.c,717
48,/small.c,701
48,/small.c,635
49,/small.c,586
49,/small.c,566
50,/small.c,562
50,/small.c,558
50,/small.c,554
51,/small.c,552
52,/small.c,545
52,/small.c,542
55,/small.c,520
55,/small.c,520
56,/small.c,507
