Time(s),File,Token Count
13,/small.c,78960
35,/small.c,52295
38,/small.c,51604
43,/small.c,47094
44,/small.c,42364
50,/small.c,42334
51,/small.c,42196
53,/small.c,42016
54,/small.c,41473
55,/small.c,39946
56,/small.c,40187
63,/small.c,34370
66,/small.c,34185
67,/small.c,34116
69,/small.c,33928
70,/small.c,33596
72,/small.c,33581
73,/small.c,33732
74,/small.c,33757
77,/small.c,33839
79,/small.c,32671
81,/small.c,32925
84,/small.c,33227
89,/small.c,8029
90,/small.c,8025
91,/small.c,8059
92,/small.c,8053
93,/small.c,8100
94,/small.c,8114
95,/small.c,8033
96,/small.c,8019
98,/small.c,7807
99,/small.c,7798
100,/small.c,7782
101,/small.c,7778
102,/small.c,7799
103,/small.c,7797
103,/small.c,7849
104,/small.c,7451
105,/small.c,7525
106,/small.c,7493
107,/small.c,7284
107,/small.c,7253
108,/small.c,7220
109,/small.c,7315
111,/small.c,7115
112,/small.c,7045
112,/small.c,7063
113,/small.c,7032
113,/small.c,6844
113,/small.c,6881
116,/small.c,6838
117,/small.c,6883
117,/small.c,6878
118,/small.c,6719
118,/small.c,6694
119,/small.c,6690
122,/small.c,6684
123,/small.c,6477
123,/small.c,6471
126,/small.c,6519
127,/small.c,6173
127,/small.c,6114
130,/small.c,6042
130,/small.c,5854
131,/small.c,5883
134,/small.c,5861
135,/small.c,5854
135,/small.c,5820
136,/small.c,5753
136,/small.c,5744
137,/small.c,5789
137,/small.c,5784
142,/small.c,5677
143,/small.c,5169
144,/small.c,5050
147,/small.c,4968
148,/small.c,1712
148,/small.c,1647
149,/small.c,1583
149,/small.c,1524
150,/small.c,1498
152,/small.c,1482
153,/small.c,1464
153,/small.c,1443
154,/small.c,1444
154,/small.c,1435
155,/small.c,1429
155,/small.c,1423
156,/small.c,1414
156,/small.c,1408
157,/small.c,1397
157,/small.c,1397
160,/small.c,1387
161,/small.c,1383
162,/small.c,1361
163,/small.c,1356
167,/small.c,1342
168,/small.c,1283
168,/small.c,1177
169,/small.c,1171
169,/small.c,1133
174,/small.c,1126
